Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
CA-2018-128755,2018-04-05,2018-08-05,standard class,MK-18160,Mike Kennedy,consumer,united states,newport news,virginia,23602,south,OFF-ST-10001291,office supplies,storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91
US-2017-135923,,,standard class,CM-11935,Carlos Meador,consumer,united states,fayetteville,north carolina,28314,south,FUR-FU-10002107,furniture,furnishings,Eldon Pizzaz Desk Accessories,14.272
US-2017-135923,,,standard class,CM-11935,Carlos Meador,consumer,united states,fayetteville,north carolina,28314,south,FUR-BO-10002213,furniture,bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136
US-2017-135923,,,standard class,CM-11935,Carlos Meador,consumer,united states,fayetteville,north carolina,28314,south,OFF-AP-10000692,office supplies,appliances,Fellowes Mighty 8 Compact Surge Protector,64.864
CA-2017-114972,2017-03-11,2017-06-11,first class,PF-19225,Phillip Flathmann,consumer,united states,los angeles,california,90032,west,FUR-CH-10001190,furniture,chairs,Global Deluxe High-Back Office Chair in Storm,217.584
CA-2017-114972,2017-03-11,2017-06-11,first class,PF-19225,Phillip Flathmann,consumer,united states,los angeles,california,90032,west,TEC-AC-10000682,technology,accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95
CA-2017-114972,2017-03-11,2017-06-11,first class,PF-19225,Phillip Flathmann,consumer,united states,los angeles,california,90032,west,OFF-LA-10004545,office supplies,labels,Avery 50,87.71
CA-2017-114972,2017-03-11,2017-06-11,first class,PF-19225,Phillip Flathmann,consumer,united states,los angeles,california,90032,west,OFF-AP-10003057,office supplies,appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48
CA-2018-102750,2018-04-09,2018-08-09,second class,GM-14695,Greg Maxwell,corporate,united states,los angeles,california,90036,west,FUR-TA-10000198,furniture,tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352
CA-2015-145212,,,standard class,DC-12850,Dan Campbell,consumer,united states,new york city,new york,10011,east,OFF-AR-10002833,office supplies,art,Newell 322,5.46
CA-2018-141992,,,standard class,FO-14305,Frank Olsen,consumer,united states,dallas,texas,75220,central,OFF-SU-10002557,office supplies,supplies,Fiskars Spring-Action Scissors,11.184
CA-2018-141992,,,standard class,FO-14305,Frank Olsen,consumer,united states,dallas,texas,75220,central,OFF-ST-10003656,office supplies,storage,Safco Industrial Wire Shelving,153.584
CA-2018-147956,,,standard class,AH-10210,Alan Hwang,consumer,united states,seattle,washington,98105,west,OFF-ST-10001097,office supplies,storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62
CA-2018-126067,,2018-03-09,standard class,KN-16705,Kristina Nunn,home office,united states,seattle,washington,98105,west,TEC-PH-10000912,technology,phones,Anker 24W Portable Micro USB Car Charger,35.168
CA-2018-126067,,2018-03-09,standard class,KN-16705,Kristina Nunn,home office,united states,seattle,washington,98105,west,FUR-TA-10000617,furniture,tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75
CA-2018-126067,,2018-03-09,standard class,KN-16705,Kristina Nunn,home office,united states,seattle,washington,98105,west,OFF-BI-10001658,office supplies,binders,GBC Standard Therm-A-Bind Covers,99.68
CA-2018-126067,,2018-03-09,standard class,KN-16705,Kristina Nunn,home office,united states,seattle,washington,98105,west,OFF-AR-10003856,office supplies,art,Newell 344,5.56
CA-2016-104514,2016-02-01,2016-04-01,second class,CB-12535,Claudia Bergmann,corporate,united states,newark,delaware,19711,east,OFF-ST-10001837,office supplies,storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52
CA-2016-104514,2016-02-01,2016-04-01,second class,CB-12535,Claudia Bergmann,corporate,united states,newark,delaware,19711,east,OFF-AR-10001473,office supplies,art,Newell 313,9.84
CA-2016-104514,2016-02-01,2016-04-01,second class,CB-12535,Claudia Bergmann,corporate,united states,newark,delaware,19711,east,OFF-PA-10004285,office supplies,paper,Xerox 1959,20.04
CA-2016-141040,2016-09-10,,second class,TB-21250,Tim Brockman,consumer,united states,new york city,new york,10024,east,TEC-PH-10001835,technology,phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96
CA-2016-141040,2016-09-10,,second class,TB-21250,Tim Brockman,consumer,united states,new york city,new york,10024,east,OFF-PA-10002245,office supplies,paper,Xerox 1895,23.92
CA-2015-113579,,,second class,KD-16345,Katherine Ducich,consumer,united states,los angeles,california,90049,west,OFF-PA-10001457,office supplies,paper,White GlueTop Scratch Pads,90.24
CA-2015-144624,,,standard class,JM-15865,John Murray,consumer,united states,jamestown,new york,14701,east,TEC-PH-10002885,technology,phones,Apple iPhone 5,4548.81
CA-2017-146206,2017-10-09,,second class,KT-16480,Kean Thornton,consumer,united states,houston,texas,77095,central,FUR-TA-10004086,furniture,tables,KI Adjustable-Height Table,300.93
CA-2017-146206,2017-10-09,,second class,KT-16480,Kean Thornton,consumer,united states,houston,texas,77095,central,TEC-PH-10000895,technology,phones,Polycom VVX 310 VoIP phone,719.96
CA-2015-136644,,,standard class,SC-20575,Sonia Cooley,consumer,united states,mishawaka,indiana,46544,central,FUR-CH-10000225,furniture,chairs,"Global Geo Office Task Chair, Gray",647.84
CA-2016-122371,,2016-01-10,standard class,BS-11800,Bryan Spruell,home office,united states,san diego,california,92037,west,OFF-ST-10002370,office supplies,storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17
CA-2016-122371,,2016-01-10,standard class,BS-11800,Bryan Spruell,home office,united states,san diego,california,92037,west,OFF-EN-10000056,office supplies,envelopes,Cameo Buff Policy Envelopes,124.46
CA-2017-126935,,,standard class,BT-11395,Bill Tyler,corporate,united states,san francisco,california,94109,west,OFF-BI-10004817,office supplies,binders,GBC Personal VeloBind Strips,9.584
US-2018-133781,,,first class,DC-12850,Dan Campbell,consumer,united states,miami,florida,33178,south,OFF-EN-10004483,office supplies,envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608
CA-2018-131618,,,first class,LS-17200,Luke Schmidt,corporate,united states,skokie,illinois,60076,central,OFF-PA-10001892,office supplies,paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224
CA-2018-131618,,,first class,LS-17200,Luke Schmidt,corporate,united states,skokie,illinois,60076,central,OFF-BI-10000546,office supplies,binders,Avery Durable Binders,2.304
CA-2018-131618,,,first class,LS-17200,Luke Schmidt,corporate,united states,skokie,illinois,60076,central,OFF-BI-10001294,office supplies,binders,Fellowes Binding Cases,9.36
CA-2017-149482,,,standard class,RR-19315,Ralph Ritter,consumer,united states,san francisco,california,94110,west,OFF-LA-10000248,office supplies,labels,Avery 52,7.38
CA-2015-143917,,,second class,KL-16645,Ken Lonsdale,consumer,united states,san francisco,california,94122,west,OFF-ST-10001228,office supplies,storage,"Fellowes Personal Hanging Folder Files, Navy",53.72
CA-2015-143917,,,second class,KL-16645,Ken Lonsdale,consumer,united states,san francisco,california,94122,west,OFF-SU-10000151,office supplies,supplies,High Speed Automatic Electric Letter Opener,8187.65
CA-2015-143917,,,second class,KL-16645,Ken Lonsdale,consumer,united states,san francisco,california,94122,west,FUR-FU-10004351,furniture,furnishings,Staple-based wall hangings,77.92
CA-2016-120397,2016-02-07,2016-02-07,same day,RB-19435,Richard Bierner,consumer,united states,houston,texas,77070,central,OFF-AP-10001293,office supplies,appliances,Belkin 8 Outlet Surge Protector,32.784
CA-2018-163902,2018-02-03,2018-08-03,standard class,MY-17380,Maribeth Yedwab,corporate,united states,los angeles,california,90045,west,TEC-PH-10000675,technology,phones,Panasonic KX TS3282B Corded phone,196.776
CA-2018-163902,2018-02-03,2018-08-03,standard class,MY-17380,Maribeth Yedwab,corporate,united states,los angeles,california,90045,west,TEC-AC-10000580,technology,accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94
CA-2017-136812,,,standard class,AW-10930,Arthur Wiediger,home office,united states,oklahoma city,oklahoma,73120,central,OFF-ST-10003470,office supplies,storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
CA-2016-102722,,,first class,KW-16570,Kelly Williams,consumer,united states,monroe,louisiana,71203,south,TEC-AC-10003116,technology,accessories,Memorex Froggy Flash Drive 8 GB,106.5
CA-2018-155089,2018-02-12,2018-06-12,standard class,DB-12910,Daniel Byrd,home office,united states,tampa,florida,33614,south,OFF-BI-10002429,office supplies,binders,"Premier Elliptical Ring Binder, Black",45.66
CA-2017-124506,2017-11-11,,standard class,BB-11545,Brenda Bowman,corporate,united states,chicago,illinois,60623,central,TEC-AC-10003280,technology,accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968
CA-2017-124506,2017-11-11,,standard class,BB-11545,Brenda Bowman,corporate,united states,chicago,illinois,60623,central,FUR-CH-10004540,furniture,chairs,Global Chrome Stack Chair,47.992
CA-2015-106572,2015-05-09,2015-10-09,standard class,NP-18700,Nora Preis,consumer,united states,bowling green,ohio,43402,east,OFF-ST-10000585,office supplies,storage,Economy Rollaway Files,264.32
CA-2015-128888,,,standard class,PB-19105,Peter Bühler,consumer,united states,houston,texas,77095,central,OFF-EN-10003001,office supplies,envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.656
CA-2018-123134,2018-02-05,2018-07-05,standard class,DW-13585,Dorothy Wardle,corporate,united states,westfield,new jersey,7090,east,FUR-FU-10003975,furniture,furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93
CA-2017-124352,,,standard class,CD-12790,Cynthia Delaney,home office,united states,oklahoma city,oklahoma,73120,central,OFF-LA-10004559,office supplies,labels,Avery 49,20.16
CA-2017-124352,,,standard class,CD-12790,Cynthia Delaney,home office,united states,oklahoma city,oklahoma,73120,central,OFF-LA-10003223,office supplies,labels,Avery 508,29.46
CA-2017-124352,,,standard class,CD-12790,Cynthia Delaney,home office,united states,oklahoma city,oklahoma,73120,central,OFF-AP-10002651,office supplies,appliances,Hoover Upright Vacuum With Dirt Cup,868.59
CA-2017-124352,,,standard class,CD-12790,Cynthia Delaney,home office,united states,oklahoma city,oklahoma,73120,central,OFF-PA-10003177,office supplies,paper,Xerox 1999,12.96
CA-2017-124352,,,standard class,CD-12790,Cynthia Delaney,home office,united states,oklahoma city,oklahoma,73120,central,TEC-PH-10003442,technology,phones,Samsung Replacement EH64AVFWE Premium Headset,5.5
CA-2017-124352,,,standard class,CD-12790,Cynthia Delaney,home office,united states,oklahoma city,oklahoma,73120,central,OFF-BI-10000977,office supplies,binders,Ibico Plastic Spiral Binding Combs,121.6
CA-2016-124541,2016-06-04,2016-10-04,standard class,TT-21220,Thomas Thornton,consumer,united states,houston,texas,77041,central,OFF-AR-10004078,office supplies,art,Newell 312,42.048
CA-2016-124541,2016-06-04,2016-10-04,standard class,TT-21220,Thomas Thornton,consumer,united states,houston,texas,77041,central,TEC-AC-10002550,technology,accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488
CA-2016-124541,2016-06-04,2016-10-04,standard class,TT-21220,Thomas Thornton,consumer,united states,houston,texas,77041,central,OFF-BI-10004965,office supplies,binders,Ibico Covers for Plastic or Wire Binding Elements,6.9
CA-2016-124541,2016-06-04,2016-10-04,standard class,TT-21220,Thomas Thornton,consumer,united states,houston,texas,77041,central,OFF-BI-10004209,office supplies,binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648
CA-2016-124541,2016-06-04,2016-10-04,standard class,TT-21220,Thomas Thornton,consumer,united states,houston,texas,77041,central,OFF-PA-10001526,office supplies,paper,Xerox 1949,7.968
CA-2015-108707,,,standard class,DB-12910,Daniel Byrd,home office,united states,fort lauderdale,florida,33311,south,OFF-PA-10000788,office supplies,paper,Xerox 210,10.368
CA-2015-111500,,,standard class,DJ-13510,Don Jones,corporate,united states,little rock,arkansas,72209,south,OFF-PA-10000595,office supplies,paper,Xerox 1929,114.2
CA-2015-111500,,,standard class,DJ-13510,Don Jones,corporate,united states,little rock,arkansas,72209,south,OFF-BI-10000829,office supplies,binders,Avery Non-Stick Binders,17.96
CA-2015-111500,,,standard class,DJ-13510,Don Jones,corporate,united states,little rock,arkansas,72209,south,OFF-FA-10002676,office supplies,fasteners,Colored Push Pins,12.67
CA-2015-111500,,,standard class,DJ-13510,Don Jones,corporate,united states,little rock,arkansas,72209,south,TEC-AC-10000844,technology,accessories,Logitech Gaming G510s - Keyboard,339.96
US-2018-117723,,,second class,DL-13495,Dionis Lloyd,corporate,united states,philadelphia,pennsylvania,19120,east,OFF-ST-10004459,office supplies,storage,Tennsco Single-Tier Lockers,1801.632
CA-2016-143238,2016-06-09,2016-08-09,first class,LO-17170,Lori Olson,corporate,united states,la quinta,california,92253,west,TEC-AC-10003499,technology,accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32
CA-2016-168746,,,second class,SV-20365,Seth Vernon,consumer,united states,cleveland,ohio,44105,east,FUR-CH-10000513,furniture,chairs,High-Back Leather Manager's Chair,181.986
CA-2016-168746,,,second class,SV-20365,Seth Vernon,consumer,united states,cleveland,ohio,44105,east,TEC-PH-10000895,technology,phones,Polycom VVX 310 VoIP phone,431.976
CA-2016-168746,,,second class,SV-20365,Seth Vernon,consumer,united states,cleveland,ohio,44105,east,TEC-PH-10002555,technology,phones,Nortel Meridian M5316 Digital phone,155.37
CA-2016-113404,,,same day,EM-13810,Eleni McCrary,corporate,united states,san francisco,california,94122,west,FUR-CH-10003312,furniture,chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704
CA-2016-113404,,,same day,EM-13810,Eleni McCrary,corporate,united states,san francisco,california,94122,west,FUR-CH-10004086,furniture,chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152
CA-2017-144792,,2017-04-05,standard class,KD-16615,Ken Dana,corporate,united states,scottsdale,arizona,85254,west,FUR-FU-10002759,furniture,furnishings,12-1/2 Diameter Round Wall Clock,111.888
CA-2015-164385,,2015-01-10,second class,NB-18580,Nicole Brennan,corporate,united states,philadelphia,pennsylvania,19134,east,OFF-AP-10002191,office supplies,appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952
US-2017-114174,2017-08-09,,standard class,AP-10720,Anne Pryor,home office,united states,malden,massachusetts,2148,east,FUR-BO-10003450,furniture,bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94
US-2017-114174,2017-08-09,,standard class,AP-10720,Anne Pryor,home office,united states,malden,massachusetts,2148,east,OFF-LA-10000248,office supplies,labels,Avery 52,14.76
CA-2018-108070,,,standard class,JE-15745,Joel Eaton,consumer,united states,san jose,california,95123,west,OFF-ST-10004804,office supplies,storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92
CA-2018-108070,,,standard class,JE-15745,Joel Eaton,consumer,united states,san jose,california,95123,west,FUR-BO-10001337,furniture,bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833
US-2016-128090,,,standard class,JM-15865,John Murray,consumer,united states,phoenix,arizona,85023,west,OFF-AR-10002255,office supplies,art,Newell 346,2.304
US-2016-128090,,,standard class,JM-15865,John Murray,consumer,united states,phoenix,arizona,85023,west,TEC-PH-10002624,technology,phones,Samsung Galaxy S4 Mini,1879.96
US-2016-128090,,,standard class,JM-15865,John Murray,consumer,united states,phoenix,arizona,85023,west,OFF-PA-10001878,office supplies,paper,Xerox 1891,313.024
US-2016-128090,,,standard class,JM-15865,John Murray,consumer,united states,phoenix,arizona,85023,west,OFF-LA-10000452,office supplies,labels,Avery 488,5.04
CA-2018-101042,,,standard class,AB-10105,Adrian Barton,consumer,united states,henderson,kentucky,42420,south,FUR-FU-10004665,furniture,furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
CA-2018-101042,,,standard class,AB-10105,Adrian Barton,consumer,united states,henderson,kentucky,42420,south,OFF-BI-10000088,office supplies,binders,GBC Imprintable Covers,21.96
CA-2017-155439,,,standard class,PN-18775,Parhena Norris,home office,united states,columbia,south carolina,29203,south,OFF-PA-10000029,office supplies,paper,Xerox 224,25.92
CA-2017-118626,,,standard class,JC-15775,John Castell,consumer,united states,tallahassee,florida,32303,south,TEC-PH-10000369,technology,phones,HTC One Mini,705.544
CA-2016-111458,,,standard class,PF-19165,Philip Fox,consumer,united states,new york city,new york,10035,east,TEC-AC-10001590,technology,accessories,Dell Slim USB Multimedia Keyboard,50.0
US-2017-126844,2017-08-10,,standard class,BW-11110,Bart Watters,corporate,united states,houston,texas,77070,central,FUR-FU-10004909,furniture,furnishings,Contemporary Wood/Metal Frame,51.712
US-2016-112508,,,standard class,BP-11185,Ben Peterman,corporate,united states,coral springs,florida,33065,south,OFF-AP-10002287,office supplies,appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992
CA-2016-147788,,2016-04-06,standard class,TM-21010,Tamara Manning,consumer,united states,orem,utah,84057,west,FUR-BO-10004357,furniture,bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86
CA-2016-147788,,2016-04-06,standard class,TM-21010,Tamara Manning,consumer,united states,orem,utah,84057,west,OFF-LA-10003766,office supplies,labels,Self-Adhesive Removable Labels,15.75
CA-2016-147788,,2016-04-06,standard class,TM-21010,Tamara Manning,consumer,united states,orem,utah,84057,west,OFF-ST-10000046,office supplies,storage,Fellowes Super Stor/Drawer Files,323.1
CA-2016-144288,,,standard class,MB-17305,Maria Bertelson,consumer,united states,nashville,tennessee,37211,south,OFF-LA-10003190,office supplies,labels,Avery 474,9.216
CA-2016-144288,,,standard class,MB-17305,Maria Bertelson,consumer,united states,nashville,tennessee,37211,south,OFF-PA-10002787,office supplies,paper,Xerox 227,10.368
CA-2016-110632,,,second class,HR-14830,Harold Ryan,corporate,united states,new york city,new york,10009,east,TEC-AC-10000387,technology,accessories,KeyTronic KT800P2 - Keyboard - Black,15.02
CA-2016-110632,,,second class,HR-14830,Harold Ryan,corporate,united states,new york city,new york,10009,east,OFF-ST-10001291,office supplies,storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82
CA-2018-109589,,,first class,BD-11635,Brian Derr,consumer,united states,bowling green,kentucky,42104,south,TEC-AC-10003116,technology,accessories,Memorex Froggy Flash Drive 8 GB,71.0
CA-2018-123967,2018-01-11,2018-03-11,second class,SF-20200,Sarah Foster,consumer,united states,bellingham,washington,98226,west,OFF-BI-10001308,office supplies,binders,GBC Standard Plastic Binding Systems' Combs,25.12
CA-2018-123967,2018-01-11,2018-03-11,second class,SF-20200,Sarah Foster,consumer,united states,bellingham,washington,98226,west,FUR-TA-10003954,furniture,tables,Hon 94000 Series Round Tables,2665.62
CA-2018-148929,2018-07-09,2018-11-09,standard class,SP-20620,Stefania Perrino,corporate,united states,new york city,new york,10011,east,OFF-ST-10003282,office supplies,storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08
CA-2018-134404,,,same day,DR-12880,Dan Reichenbach,corporate,united states,newark,ohio,43055,east,TEC-PH-10000576,technology,phones,AT&T 1080 Corded phone,164.388
CA-2018-134404,,,same day,DR-12880,Dan Reichenbach,corporate,united states,newark,ohio,43055,east,OFF-AR-10004441,office supplies,art,BIC Brite Liner Highlighters,13.248
CA-2018-109778,,,standard class,VM-21685,Valerie Mitchum,home office,united states,woodstock,illinois,60098,central,OFF-AR-10003759,office supplies,art,"Crayola Anti Dust Chalk, 12/Pack",2.912
CA-2017-155845,2017-12-08,,second class,CM-12235,Chris McAfee,consumer,united states,carrollton,texas,75007,central,TEC-AC-10004145,technology,accessories,Logitech diNovo Edge Keyboard,1399.944
CA-2018-145128,2018-09-07,,standard class,SM-20320,Sean Miller,home office,united states,lafayette,indiana,47905,central,FUR-FU-10000293,furniture,furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45
CA-2015-129091,,,standard class,RA-19885,Ruben Ausman,corporate,united states,columbus,georgia,31907,south,OFF-EN-10004955,office supplies,envelopes,Fashion Color Clasp Envelopes,16.23
CA-2015-129091,,,standard class,RA-19885,Ruben Ausman,corporate,united states,columbus,georgia,31907,south,OFF-BI-10001071,office supplies,binders,GBC ProClick Punch Binding System,319.9
CA-2015-129091,,,standard class,RA-19885,Ruben Ausman,corporate,united states,columbus,georgia,31907,south,OFF-EN-10001990,office supplies,envelopes,Staple envelope,11.36
CA-2015-129091,,,standard class,RA-19885,Ruben Ausman,corporate,united states,columbus,georgia,31907,south,OFF-AP-10002734,office supplies,appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12
US-2015-155502,,,standard class,SD-20485,Shirley Daniels,home office,united states,alexandria,virginia,22304,south,FUR-FU-10004587,furniture,furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82
US-2015-155502,,,standard class,SD-20485,Shirley Daniels,home office,united states,alexandria,virginia,22304,south,OFF-ST-10004337,office supplies,storage,"SAFCO Commercial Wire Shelving, 72h",489.92
US-2015-155502,,,standard class,SD-20485,Shirley Daniels,home office,united states,alexandria,virginia,22304,south,OFF-PA-10003072,office supplies,paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44
US-2015-155502,,,standard class,SD-20485,Shirley Daniels,home office,united states,alexandria,virginia,22304,south,OFF-PA-10000380,office supplies,paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68
US-2015-155502,,,standard class,SD-20485,Shirley Daniels,home office,united states,alexandria,virginia,22304,south,TEC-PH-10004833,technology,phones,Macally Suction Cup Mount,155.35
US-2015-155502,,,standard class,SD-20485,Shirley Daniels,home office,united states,alexandria,virginia,22304,south,FUR-FU-10001847,furniture,furnishings,Eldon Image Series Black Desk Accessories,12.42
US-2015-155502,,,standard class,SD-20485,Shirley Daniels,home office,united states,alexandria,virginia,22304,south,TEC-PH-10002103,technology,phones,Jabra SPEAK 410,187.98
CA-2016-121041,2016-03-11,2016-10-11,standard class,CS-12250,Chris Selesnick,corporate,united states,haltom city,texas,76117,central,OFF-EN-10001137,office supplies,envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608
CA-2018-131695,,2018-06-07,standard class,RA-19285,Ralph Arnett,consumer,united states,new york city,new york,10024,east,OFF-ST-10001476,office supplies,storage,Steel Personal Filing/Posting Tote,248.57
CA-2018-131695,,2018-06-07,standard class,RA-19285,Ralph Arnett,consumer,united states,new york city,new york,10024,east,FUR-FU-10002045,furniture,furnishings,"Executive Impressions 14""",22.23
CA-2017-137729,2017-05-05,2017-09-05,standard class,BF-11005,Barry Franz,home office,united states,los angeles,california,90004,west,OFF-ST-10001505,office supplies,storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98
CA-2017-137729,2017-05-05,2017-09-05,standard class,BF-11005,Barry Franz,home office,united states,los angeles,california,90004,west,TEC-PH-10001433,technology,phones,Cisco Small Business SPA 502G VoIP phone,246.168
US-2017-115455,2017-08-09,,standard class,SE-20110,Sanjit Engle,consumer,united states,wheeling,illinois,60090,central,FUR-FU-10004671,furniture,furnishings,"Executive Impressions 12"" Wall Clock",14.136
US-2017-115455,2017-08-09,,standard class,SE-20110,Sanjit Engle,consumer,united states,wheeling,illinois,60090,central,FUR-TA-10003569,furniture,tables,Bretford CR8500 Series Meeting Room Furniture,601.47
CA-2018-128300,,,second class,RS-19765,Roland Schwarz,corporate,united states,summerville,south carolina,29483,south,TEC-PH-10002807,technology,phones,Motorla HX550 Universal Bluetooth Headset,79.1
CA-2018-128300,,,second class,RS-19765,Roland Schwarz,corporate,united states,summerville,south carolina,29483,south,OFF-BI-10001597,office supplies,binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84
CA-2018-149048,,,standard class,BM-11650,Brian Moss,corporate,united states,columbus,indiana,47201,central,OFF-EN-10003296,office supplies,envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96
CA-2018-149048,,,standard class,BM-11650,Brian Moss,corporate,united states,columbus,indiana,47201,central,OFF-BI-10004632,office supplies,binders,Ibico Hi-Tech Manual Binding System,914.97
CA-2018-149048,,,standard class,BM-11650,Brian Moss,corporate,united states,columbus,indiana,47201,central,TEC-PH-10002310,technology,phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97
CA-2018-149048,,,standard class,BM-11650,Brian Moss,corporate,united states,columbus,indiana,47201,central,OFF-ST-10000078,office supplies,storage,Tennsco 6- and 18-Compartment Lockers,530.34
CA-2018-149048,,,standard class,BM-11650,Brian Moss,corporate,united states,columbus,indiana,47201,central,OFF-PA-10001752,office supplies,paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),14.94
CA-2018-108553,,,standard class,SK-19990,Sally Knutson,consumer,united states,new york city,new york,10024,east,OFF-AP-10000026,office supplies,appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94
CA-2018-108553,,,standard class,SK-19990,Sally Knutson,consumer,united states,new york city,new york,10024,east,OFF-SU-10002573,office supplies,supplies,"Acme 10"" Easy Grip Assistive Scissors",122.71
CA-2017-165848,2017-04-06,2017-04-06,same day,EN-13780,Edward Nazzal,consumer,united states,new york city,new york,10035,east,OFF-PA-10000349,office supplies,paper,Easy-staple paper,14.94
CA-2017-165848,2017-04-06,2017-04-06,same day,EN-13780,Edward Nazzal,consumer,united states,new york city,new york,10035,east,TEC-MA-10003356,technology,machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85
CA-2017-165848,2017-04-06,2017-04-06,same day,EN-13780,Edward Nazzal,consumer,united states,new york city,new york,10035,east,FUR-BO-10000362,furniture,bookcases,Sauder Inglewood Library Bookcases,136.784
CA-2017-165848,2017-04-06,2017-04-06,same day,EN-13780,Edward Nazzal,consumer,united states,new york city,new york,10035,east,FUR-FU-10003878,furniture,furnishings,"Linden 10"" Round Wall Clock, Black",61.12
CA-2015-112718,,,standard class,KN-16450,Kean Nguyen,corporate,united states,jacksonville,florida,32216,south,OFF-BI-10000591,office supplies,binders,Avery Binder Labels,1.167
CA-2017-154053,2017-04-03,2017-10-03,standard class,MG-17890,Michael Granlund,home office,united states,san diego,california,92024,west,OFF-AR-10003727,office supplies,art,Berol Giant Pencil Sharpener,16.99
CA-2015-127446,,,standard class,MC-17590,Matt Collister,corporate,united states,arlington,texas,76017,central,TEC-AC-10001635,technology,accessories,KeyTronic KT400U2 - Keyboard - Black,24.672
CA-2015-127446,,,standard class,MC-17590,Matt Collister,corporate,united states,arlington,texas,76017,central,OFF-LA-10001317,office supplies,labels,Avery 520,2.52
CA-2015-127446,,,standard class,MC-17590,Matt Collister,corporate,united states,arlington,texas,76017,central,FUR-TA-10000577,furniture,tables,Bretford CR4500 Series Slim Rectangular Table,1218.735
CA-2015-127446,,,standard class,MC-17590,Matt Collister,corporate,united states,arlington,texas,76017,central,OFF-LA-10000248,office supplies,labels,Avery 52,5.904
CA-2015-127446,,,standard class,MC-17590,Matt Collister,corporate,united states,arlington,texas,76017,central,OFF-PA-10000955,office supplies,paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696
CA-2015-127446,,,standard class,MC-17590,Matt Collister,corporate,united states,arlington,texas,76017,central,FUR-FU-10000221,furniture,furnishings,"Master Caster Door Stop, Brown",6.096
CA-2017-137204,,2017-05-05,standard class,BO-11350,Bill Overfelt,corporate,united states,los angeles,california,90045,west,FUR-CH-10002304,furniture,chairs,"Global Stack Chair without Arms, Black",41.568
CA-2015-147298,,2015-03-05,standard class,AG-10300,Aleksandra Gannaway,corporate,united states,los angeles,california,90049,west,FUR-CH-10004886,furniture,chairs,Bevis Steel Folding Chairs,230.28
